customerid,recency,frequency,monetary,avg_order_value,monetary_per_day,is_high_value,cluster
13474,235.0,3,873.4300000000006,291.14333333333354,3.700974576271189,0,1
13475,190.0,4,2863.5600000000004,715.8900000000001,14.992460732984295,0,1
13476,178.0,5,3299.94,659.988,18.435418994413407,0,1
13477,37.0,11,4273.750000000006,388.5227272727279,112.46710526315806,1,0
13478,468.0,5,2215.78,443.15600000000006,4.724477611940299,0,1
13479,200.0,4,1152.3199999999997,288.0799999999999,5.732935323383083,0,1
13480,416.0,2,627.82,313.91,1.5055635491606716,0,1
13481,45.0,11,5635.400000000007,512.3090909090915,122.50869565217407,1,0
13482,231.0,2,520.7300000000001,260.36500000000007,2.244525862068966,0,1
13483,65.0,1,280.68,280.68,4.252727272727273,0,1
13484,240.0,3,1104.52,368.17333333333335,4.583070539419087,0,1
13485,232.0,11,3469.459999999999,315.40545454545446,14.890386266094417,1,0
13486,77.0,3,2244.8200000000006,748.2733333333335,28.779743589743596,0,1
13487,57.0,5,1422.27,284.454,24.521896551724137,0,1
13488,16.0,23,23174.270000000048,1007.5769565217412,1363.1923529411793,1,0
13489,104.0,4,899.0400000000001,224.76000000000002,8.562285714285714,0,1
13490,653.0,1,154.25,154.25,0.23585626911314986,0,1
13491,51.0,27,5683.480000000001,210.4992592592593,109.29769230769233,1,0
13492,135.0,3,2539.6800000000017,846.5600000000005,18.674117647058836,0,1
13493,274.0,2,997.26,498.63,3.6264,0,1
13494,311.0,1,632.5200000000001,632.5200000000001,2.0273076923076925,0,1
13495,7.0,10,6908.18,690.818,863.5225,1,0
13496,10.0,2,1306.6599999999999,653.3299999999999,118.78727272727271,0,1
13497,282.0,6,1514.8800000000008,252.48000000000013,5.352932862190816,0,1
13498,729.0,1,327.38000000000005,327.38000000000005,0.4484657534246576,0,1
13499,17.0,5,2318.2200000000003,463.64400000000006,128.79000000000002,0,1
13500,22.0,4,2633.0699999999997,658.2674999999999,114.48130434782607,0,1
13501,287.0,3,4225.430000000002,1408.4766666666674,14.671631944444451,1,0
13502,16.0,5,1072.5000000000002,214.50000000000006,63.08823529411766,0,1
13503,70.0,6,2076.0899999999997,346.01499999999993,29.240704225352108,0,1
13504,63.0,1,591.8600000000001,591.8600000000001,9.247812500000002,0,1
13505,72.0,4,7267.259999999997,1816.8149999999991,99.55150684931502,1,0
13506,315.0,5,1796.6,359.32,5.685443037974683,0,1
13507,2.0,4,4958.319999999999,1239.5799999999997,1652.7733333333329,1,0
13508,243.0,2,398.02,199.01,1.6312295081967212,0,1
13509,8.0,7,2064.44,294.92,229.38222222222223,0,1
13510,0.0,11,6349.850000000013,577.2590909090922,6349.850000000013,1,0
13511,676.0,1,282.76,282.76,0.41766617429837516,0,1
13512,260.0,4,964.6000000000001,241.15000000000003,3.6957854406130273,0,1
13513,126.0,3,1029.69,343.23,8.107795275590552,0,1
13514,73.0,4,968.0999999999999,242.02499999999998,13.082432432432432,0,1
13515,72.0,6,2156.94,359.49,29.547123287671234,0,1
13516,20.0,4,3074.6699999999996,768.6674999999999,146.41285714285712,0,1
13517,59.0,3,4256.84,1418.9466666666667,70.94733333333333,1,0
13518,85.0,1,1254.3199999999995,1254.3199999999995,14.585116279069762,0,1
13519,77.0,2,465.95999999999987,232.97999999999993,5.973846153846152,0,1
13520,58.0,11,8430.350000000004,766.3954545454549,142.88728813559328,1,0
13521,0.0,3,2143.4600000000014,714.4866666666671,2143.4600000000014,0,1
13522,29.0,1,251.60000000000002,251.60000000000002,8.386666666666667,0,1
13523,32.0,6,8499.45,1416.575,257.5590909090909,1,0
13524,40.0,5,1360.3600000000004,272.07200000000006,33.17951219512196,0,1
13525,14.0,2,1257.56,628.78,83.83733333333333,0,1
13526,737.0,2,1182.0000000000005,591.0000000000002,1.6016260162601632,0,1
13527,33.0,12,6783.650000000005,565.3041666666671,199.51911764705898,1,0
13529,78.0,2,615.5200000000002,307.7600000000001,7.791392405063294,0,1
13530,633.0,1,402.98,402.98,0.635615141955836,0,1
13531,204.0,6,1916.8699999999994,319.47833333333324,9.350585365853656,0,1
13532,33.0,1,420.6199999999996,420.6199999999996,12.371176470588225,0,1
13533,182.0,3,538.1800000000002,179.3933333333334,2.9408743169398917,0,1
13534,1.0,35,13590.979999999965,388.3137142857133,6795.4899999999825,1,0
13535,402.0,1,89.5,89.5,0.22208436724565755,0,1
13536,0.0,7,6888.780000000002,984.1114285714287,6888.780000000002,1,0
13537,425.0,2,717.85,358.925,1.685093896713615,0,1
13538,42.0,12,4383.980000000002,365.3316666666669,101.953023255814,1,0
13539,85.0,7,2200.7000000000007,314.3857142857144,25.58953488372094,0,1
13540,466.0,3,632.3900000000001,210.7966666666667,1.3541541755888653,0,1
13541,426.0,2,785.25,392.625,1.838992974238876,0,1
13542,376.0,17,3959.489999999994,232.91117647058786,10.502625994694943,1,0
13543,633.0,2,1439.6100000000001,719.8050000000001,2.270678233438486,0,1
13544,39.0,6,1066.2600000000014,177.71000000000024,26.656500000000033,0,1
13545,390.0,2,364.92999999999995,182.46499999999997,0.9333248081841431,0,1
13546,11.0,5,1707.3300000000027,341.4660000000005,142.27750000000023,0,1
13547,407.0,1,167.07999999999998,167.07999999999998,0.4095098039215686,0,1
13548,95.0,3,1579.6000000000015,526.5333333333339,16.454166666666683,0,1
13549,25.0,8,1923.9999999999995,240.49999999999994,73.99999999999999,0,1
13550,382.0,1,342.54999999999995,342.54999999999995,0.8943864229765012,0,1
13551,318.0,2,336.0,168.0,1.0532915360501567,0,1
13552,65.0,22,10688.989999999998,485.8631818181817,161.9543939393939,1,0
13553,674.0,1,499.5999999999999,499.5999999999999,0.740148148148148,0,1
13554,379.0,7,1629.3500000000026,232.7642857142861,4.2877631578947435,0,1
13555,73.0,13,12990.719999999988,999.286153846153,175.55027027027012,1,0
13556,428.0,2,200.82,100.41,0.4681118881118881,0,1
13557,27.0,13,3616.319999999999,278.1784615384614,129.15428571428566,1,0
13558,5.0,4,1189.0400000000013,297.26000000000033,198.17333333333355,0,1
13559,512.0,2,990.0,495.0,1.9298245614035088,0,1
13560,6.0,1,342.84000000000003,342.84000000000003,48.97714285714286,0,1
13561,215.0,11,1945.2600000000007,176.84181818181824,9.005833333333337,0,1
13562,81.0,8,6637.510000000014,829.6887500000017,80.94524390243919,1,0
13563,83.0,2,1555.06,777.53,18.512619047619047,0,1
13564,143.0,37,18223.64000000005,492.53081081081217,126.5530555555559,1,0
13565,18.0,3,655.0199999999996,218.3399999999999,34.474736842105244,0,1
13566,40.0,5,2545.4400000000005,509.0880000000001,62.0839024390244,0,1
13567,427.0,4,1079.2900000000006,269.82250000000016,2.521705607476637,0,1
13568,172.0,1,374.09999999999985,374.09999999999985,2.162427745664739,0,1
13569,16.0,4,1065.1600000000014,266.29000000000036,62.65647058823538,0,1
13570,242.0,1,478.98,478.98,1.9711111111111113,0,1
13571,12.0,26,6626.199999999974,254.85384615384515,509.7076923076903,1,0
13572,205.0,1,2768.5000000000005,2768.5000000000005,13.439320388349516,0,1
13573,49.0,6,1194.7700000000002,199.12833333333336,23.895400000000006,0,1
13574,410.0,1,404.45000000000005,404.45000000000005,0.9840632603406327,0,1
13575,22.0,5,1464.1400000000003,292.8280000000001,63.65826086956523,0,1
13576,9.0,28,17919.929999999997,639.9974999999998,1791.9929999999997,1,0
13577,24.0,11,5171.880000000013,470.17090909091024,206.87520000000052,1,0
13578,408.0,1,147.66,147.66,0.36102689486552564,0,1
13579,14.0,5,1841.379999999999,368.2759999999998,122.7586666666666,0,1
13580,405.0,1,107.75,107.75,0.26539408866995073,0,1
13581,308.0,2,398.53000000000003,199.26500000000001,1.2897411003236248,0,1
13582,389.0,2,241.68,120.84,0.6196923076923078,0,1
13583,155.0,2,2226.0609999999997,1113.0304999999998,14.269621794871792,0,1
13584,306.0,3,528.0999999999998,176.03333333333327,1.720195439739413,0,1
13585,530.0,3,684.5399999999997,228.17999999999992,1.289152542372881,0,1
13586,540.0,1,127.28,127.28,0.23526802218114604,0,1
13587,63.0,4,2385.9,596.475,37.2796875,0,1
13588,15.0,9,4957.899999999998,550.8777777777775,309.86874999999986,1,0
13589,14.0,6,1500.3899999999999,250.06499999999997,100.026,0,1
13590,10.0,18,8317.960000000001,462.10888888888894,756.1781818181819,1,0
13591,64.0,7,3211.070000000001,458.7242857142859,49.40107692307694,0,1
13592,35.0,4,495.9200000000001,123.98000000000002,13.775555555555558,0,1
13593,107.0,14,7505.16999999999,536.0835714285707,69.49231481481472,1,0
13594,52.0,2,930.2900000000001,465.14500000000004,17.552641509433965,0,1
13595,516.0,3,784.4800000000002,261.4933333333334,1.5173694390715673,0,1
13596,5.0,2,1328.2199999999996,664.1099999999998,221.36999999999992,0,1
13597,399.0,2,396.71,198.355,0.991775,0,1
13598,46.0,5,922.0000000000003,184.40000000000006,19.617021276595754,0,1
13599,0.0,33,14960.960000000006,453.3624242424244,14960.960000000006,1,0
13600,311.0,2,737.9399999999999,368.96999999999997,2.3651923076923076,0,1
13601,44.0,4,1853.3100000000009,463.3275000000002,41.184666666666686,0,1
13602,64.0,4,1454.0600000000004,363.5150000000001,22.37015384615385,0,1
13603,25.0,1,328.6799999999999,328.6799999999999,12.641538461538458,0,1
13604,658.0,1,717.6199999999999,717.6199999999999,1.0889529590288314,0,1
13605,386.0,2,522.6700000000001,261.33500000000004,1.3505684754521965,0,1
13606,28.0,3,553.5,184.5,19.086206896551722,0,1
13607,39.0,2,1751.320000000002,875.660000000001,43.78300000000005,0,1
13608,540.0,1,232.05000000000007,232.05000000000007,0.428927911275416,0,1
13609,592.0,1,167.35,167.35,0.2822091062394604,0,1
13610,11.0,14,3186.040000000001,227.57428571428576,265.5033333333334,0,1
13611,88.0,10,4452.330000000001,445.23300000000006,50.02617977528091,1,0
13612,632.0,1,818.29,818.29,1.2927172195892573,0,1
13613,452.0,5,1039.8500000000004,207.97000000000008,2.295474613686535,0,1
13614,23.0,6,3918.1999999999994,653.0333333333332,163.2583333333333,1,0
13615,318.0,8,6690.2199999999975,836.2774999999997,20.972476489028207,1,0
13616,567.0,2,283.85,141.925,0.49973591549295776,0,1
13617,39.0,8,1822.9300000000012,227.86625000000015,45.57325000000003,0,1
13618,173.0,1,354.68000000000006,354.68000000000006,2.0383908045977015,0,1
13619,544.0,2,224.93999999999997,112.46999999999998,0.4127339449541284,0,1
13620,527.0,1,112.34,112.34,0.21276515151515152,0,1
13621,116.0,1,427.7,427.7,3.6555555555555554,0,1
13622,695.0,1,658.95,658.95,0.9467672413793105,0,1
13623,30.0,10,3260.7999999999975,326.07999999999976,105.18709677419346,0,1
13624,387.0,1,462.08,462.08,1.1909278350515464,0,1
13625,596.0,1,301.26000000000005,301.26000000000005,0.5046231155778895,0,1
13626,252.0,2,964.2700000000001,482.13500000000005,3.811343873517787,0,1
13627,58.0,7,3884.37,554.91,65.83677966101695,1,0
13628,675.0,1,310.14,310.14,0.4587869822485207,0,1
13629,22.0,19,21163.219999999998,1113.8536842105261,920.1399999999999,1,0
13630,4.0,7,4063.5600000000013,580.5085714285716,812.7120000000002,1,0
13631,99.0,11,6140.84,558.2581818181818,61.4084,1,0
13632,24.0,8,5764.739999999999,720.5924999999999,230.58959999999996,1,0
13634,32.0,16,6581.129999999989,411.3206249999993,199.42818181818149,1,0
13635,67.0,4,4070.1899999999982,1017.5474999999996,59.85573529411762,1,0
13636,36.0,5,1898.2400000000007,379.64800000000014,51.3037837837838,0,1
13637,51.0,3,1608.5999999999995,536.1999999999998,30.934615384615373,0,1
13638,15.0,1,245.27999999999997,245.27999999999997,15.329999999999998,0,1
13639,73.0,2,2379.610000000001,1189.8050000000005,32.1568918918919,0,1
13640,610.0,1,405.0,405.0,0.662847790507365,0,1
13641,640.0,5,1016.4700000000003,203.29400000000004,1.585756630265211,0,1
13642,215.0,4,784.4800000000001,196.12000000000003,3.6318518518518523,0,1
13643,30.0,10,2676.210000000001,267.6210000000001,86.3293548387097,0,1
13644,15.0,4,5248.520000000003,1312.1300000000008,328.0325000000002,1,0
13645,119.0,1,504.2,504.2,4.201666666666666,0,1
13646,399.0,2,326.2499999999997,163.12499999999986,0.8156249999999993,0,1
13647,9.0,8,4689.800000000003,586.2250000000004,468.9800000000003,1,0
13648,399.0,8,1759.0700000000002,219.88375000000002,4.3976750000000004,0,1
13649,256.0,6,1800.2800000000009,300.0466666666668,7.004980544747085,0,1
13650,16.0,10,5124.340000000002,512.4340000000002,301.4317647058825,1,0
13651,34.0,3,321.05,107.01666666666667,9.172857142857143,0,1
13652,45.0,5,3357.130000000002,671.4260000000004,72.98108695652178,0,1
13653,487.0,1,152.2,152.2,0.3118852459016393,0,1
13654,42.0,11,9015.330000000004,819.5754545454548,209.65883720930242,1,0
13655,113.0,6,3213.4799999999996,535.5799999999999,28.188421052631575,0,1
13656,164.0,4,1458.499999999999,364.6249999999998,8.839393939393934,0,1
13657,10.0,2,764.28,382.14,69.48,0,1
13658,9.0,9,8664.67,962.7411111111111,866.467,1,0
13659,205.0,12,6447.679999999987,537.3066666666656,31.29941747572809,1,0
13660,399.0,1,306.6399999999999,306.6399999999999,0.7665999999999997,0,1
13661,602.0,1,325.23999999999995,325.23999999999995,0.5393698175787727,0,1
13662,85.0,11,3114.870000000001,283.1700000000001,36.219418604651175,0,1
13663,178.0,5,2236.9800000000005,447.3960000000001,12.497094972067043,0,1
13665,385.0,3,1711.66,570.5533333333334,4.434352331606218,0,1
13666,59.0,5,212.54999999999998,42.51,3.5424999999999995,0,1
13667,148.0,1,598.0999999999999,598.0999999999999,4.014093959731543,0,1
13668,2.0,35,19258.31000000006,550.2374285714303,6419.4366666666865,1,0
13669,50.0,3,632.0999999999999,210.69999999999996,12.394117647058822,0,1
13670,74.0,1,699.4000000000002,699.4000000000002,9.325333333333337,0,1
13671,394.0,1,172.60000000000002,172.60000000000002,0.4369620253164557,0,1
13672,300.0,3,606.31,202.10333333333332,2.014318936877076,0,1
13673,18.0,2,774.88,387.44,40.78315789473684,0,1
13674,432.0,1,240.67999999999998,240.67999999999998,0.5558429561200924,0,1
13675,150.0,2,973.6400000000007,486.82000000000033,6.447947019867554,0,1
13676,538.0,2,243.9,121.95,0.45250463821892395,0,1
13677,404.0,2,551.2399999999999,275.61999999999995,1.361086419753086,0,1
13678,151.0,1,465.20000000000005,465.20000000000005,3.060526315789474,0,1
13679,493.0,3,281.26,93.75333333333333,0.5693522267206478,0,1
13680,0.0,12,15138.789999999994,1261.5658333333329,15138.789999999994,1,0
13681,17.0,4,1655.6600000000008,413.9150000000002,91.98111111111115,0,1
13682,186.0,1,119.0,119.0,0.6363636363636364,0,1
13683,457.0,1,258.6,258.6,0.5646288209606988,0,1
13684,285.0,4,660.0100000000004,165.0025000000001,2.3077272727272744,0,1
13685,2.0,7,6238.879999999996,891.2685714285708,2079.626666666665,1,0
13686,182.0,3,481.04,160.34666666666666,2.628633879781421,0,1
13687,437.0,1,11880.84,11880.84,27.125205479452056,1,-1
13688,634.0,1,375.5,375.5,0.5913385826771653,0,1
13689,62.0,2,2169.5,1084.75,34.43650793650794,0,1
13690,58.0,1,344.49999999999994,344.49999999999994,5.838983050847457,0,1
13691,395.0,1,212.77999999999992,212.77999999999992,0.5373232323232321,0,1
13692,24.0,5,4602.719999999997,920.5439999999993,184.10879999999986,1,0
13693,373.0,9,2011.8200000000002,223.53555555555556,5.3791978609625675,0,1
13694,3.0,143,260680.3099999999,1822.93923076923,65170.07749999998,1,-1
13695,30.0,16,5274.8600000000015,329.6787500000001,170.15677419354844,1,0
13696,421.0,3,2020.3999999999996,673.4666666666666,4.787677725118482,0,1
13697,38.0,1,302.6,302.6,7.75897435897436,0,1
13698,596.0,2,451.7300000000001,225.86500000000004,0.7566666666666668,0,1
13699,154.0,2,1072.7299999999998,536.3649999999999,6.920838709677418,0,1
13700,25.0,13,4845.599999999991,372.73846153846085,186.36923076923043,1,0
13701,446.0,1,161.00000000000003,161.00000000000003,0.360178970917226,0,1
13702,445.0,1,135.18,135.18,0.30309417040358744,0,1
13703,317.0,2,525.0600000000001,262.53000000000003,1.6511320754716983,0,1
13704,4.0,9,4616.119999999998,512.902222222222,923.2239999999996,1,0
13705,7.0,7,2429.0499999999997,347.0071428571428,303.63124999999997,0,1
13706,302.0,2,961.9599999999998,480.9799999999999,3.174785478547854,0,1
13707,266.0,5,4172.269999999993,834.4539999999986,15.626479400749037,1,0
13708,270.0,1,570.6600000000001,570.6600000000001,2.105756457564576,0,1
13709,3.0,18,13879.000000000022,771.0555555555568,3469.7500000000055,1,0
13710,31.0,3,689.9999999999999,229.99999999999997,21.562499999999996,0,1
13711,218.0,9,2044.3200000000004,227.1466666666667,9.334794520547947,0,1
13712,246.0,2,995.2600000000001,497.63000000000005,4.0293927125506075,0,1
13713,407.0,3,740.7599999999999,246.91999999999996,1.8155882352941173,0,1
13714,464.0,1,161.35000000000002,161.35000000000002,0.346989247311828,0,1
13715,280.0,17,9230.42999999999,542.9664705882346,32.848505338078255,1,0
13716,268.0,1,276.56,276.56,1.028104089219331,0,1
13717,31.0,8,3208.31,401.03875,100.2596875,0,1
13718,245.0,2,613.1,306.55,2.4922764227642276,0,1
13719,14.0,11,3824.7600000000007,347.7054545454546,254.98400000000004,1,0
13720,116.0,4,1599.8000000000006,399.95000000000016,13.673504273504278,0,1
13721,35.0,2,1265.68,632.84,35.15777777777778,0,1
13722,131.0,10,8010.8199999999915,801.0819999999992,60.68803030303024,1,0
13723,216.0,6,1393.9300000000003,232.32166666666672,6.423640552995393,0,1
13724,636.0,1,213.01,213.01,0.3343956043956044,0,1
13725,49.0,8,3961.1199999999953,495.1399999999994,79.22239999999991,1,0
13726,38.0,2,2159.3199999999997,1079.6599999999999,55.36717948717948,0,1
13727,28.0,8,1407.6299999999999,175.95374999999999,48.53896551724137,0,1
13728,36.0,16,3871.3100000000045,241.95687500000028,104.63000000000012,1,0
13729,435.0,3,724.73,241.57666666666668,1.662224770642202,0,1
13730,135.0,2,1505.1999999999998,752.5999999999999,11.067647058823528,0,1
13731,218.0,2,1221.1800000000005,610.5900000000003,5.576164383561646,0,1
13732,27.0,1,983.7200000000004,983.7200000000004,35.132857142857155,0,1
13733,410.0,2,487.0299999999999,243.51499999999996,1.184987834549878,0,1
13734,508.0,4,6695.689999999998,1673.9224999999994,13.154597249508836,1,0
13735,24.0,13,12646.31000000001,972.7930769230777,505.85240000000044,1,0
13736,4.0,7,3482.269999999989,497.4671428571413,696.4539999999978,1,0
13737,199.0,1,679.1999999999999,679.1999999999999,3.3959999999999995,0,1
13738,395.0,1,434.78000000000003,434.78000000000003,1.097929292929293,0,1
13739,17.0,2,509.09999999999997,254.54999999999998,28.28333333333333,0,1
13740,240.0,5,1933.52,386.704,8.022904564315352,0,1
13741,71.0,3,1336.8600000000006,445.6200000000002,18.56750000000001,0,1
13742,16.0,12,6215.739999999993,517.9783333333328,365.63176470588195,1,0
13743,2.0,7,2683.2000000000007,383.3142857142858,894.4000000000002,0,1
13744,94.0,2,2161.0399999999995,1080.5199999999998,22.747789473684204,0,1
13745,161.0,2,1077.4000000000005,538.7000000000003,6.650617283950621,0,1
13746,413.0,1,176.69,176.69,0.42678743961352655,0,1
13747,373.0,2,249.39999999999998,124.69999999999999,0.6668449197860962,0,1
13748,95.0,9,3012.6000000000017,334.7333333333335,31.38125000000002,0,1
13750,53.0,11,5249.440000000001,477.2218181818183,97.21185185185188,1,0
13751,287.0,1,592.5000000000001,592.5000000000001,2.057291666666667,0,1
13752,123.0,7,2755.210000000002,393.6014285714288,22.21943548387098,0,1
13753,287.0,4,2835.830000000001,708.9575000000002,9.846631944444447,0,1
13754,151.0,3,729.65,243.21666666666667,4.8003289473684205,0,1
13755,3.0,9,4216.119999999991,468.45777777777676,1054.0299999999977,1,0
13756,1.0,23,13845.470000000023,601.9769565217401,6922.7350000000115,1,0
13757,674.0,1,195.55,195.55,0.28970370370370374,0,1
13758,11.0,15,11888.679999999986,792.5786666666658,990.7233333333321,1,0
13759,32.0,2,1318.8200000000002,659.4100000000001,39.96424242424243,0,1
13760,53.0,5,1650.43,330.086,30.56351851851852,0,1
13761,49.0,6,3022.82,503.80333333333334,60.4564,0,1
13762,218.0,5,2779.2,555.8399999999999,12.690410958904108,0,1
13763,62.0,3,6932.400000000004,2310.8000000000015,110.03809523809531,1,0
13764,70.0,6,4439.040000000002,739.8400000000003,62.521690140845095,1,0
13765,652.0,1,352.821,352.821,0.5403078101071976,0,1
13766,494.0,1,190.35,190.35,0.3845454545454545,0,1
13767,1.0,73,51123.9300000001,700.3278082191795,25561.96500000005,1,-1
13768,726.0,2,875.9700000000001,437.98500000000007,1.2049105914718021,0,1
13769,1.0,20,8274.629999999997,413.73149999999987,4137.314999999999,1,0
13770,421.0,4,785.3699999999999,196.34249999999997,1.8610663507109002,0,1
13771,63.0,9,8363.269999999993,929.2522222222215,130.6760937499999,1,0
13772,33.0,8,4222.6500000000015,527.8312500000002,124.19558823529417,1,0
13773,396.0,2,301.54,150.77,0.7595465994962217,0,1
13774,81.0,1,690.0,690.0,8.414634146341463,0,1
13775,590.0,1,1049.6600000000003,1049.6600000000003,1.7760744500846029,0,1
13776,427.0,2,623.98,311.99,1.4578971962616822,0,1
13777,0.0,61,75615.42000000011,1239.5970491803298,75615.42000000011,1,-1
13778,102.0,4,1303.1900000000003,325.79750000000007,12.65233009708738,0,1
13779,515.0,1,161.13,161.13,0.3122674418604651,0,1
13780,6.0,3,1092.0800000000006,364.02666666666687,156.01142857142867,0,1
13781,250.0,3,906.6700000000008,302.2233333333336,3.6122310756972142,0,1
13782,12.0,13,2694.9400000000087,207.30307692307758,207.30307692307758,0,1
13783,487.0,4,1542.09,385.5225,3.1600204918032784,0,1
13784,9.0,14,5373.02,383.7871428571429,537.302,1,0
13785,428.0,4,542.49,135.6225,1.2645454545454546,0,1
13786,366.0,6,3358.3900000000003,559.7316666666667,9.150926430517712,0,1
13787,75.0,6,1531.5400000000002,255.2566666666667,20.15184210526316,0,1
13788,504.0,1,3.75,3.75,0.007425742574257425,0,1
13789,387.0,1,239.46,239.46,0.6171649484536083,0,1
13790,3.0,1,697.6000000000006,697.6000000000006,174.40000000000015,0,1
13791,127.0,2,3032.0,1516.0,23.6875,0,1
13792,65.0,3,579.4999999999999,193.16666666666663,8.78030303030303,0,1
13793,646.0,1,96.0,96.0,0.14837712519319937,0,1
13794,546.0,1,126.03000000000002,126.03000000000002,0.2304021937842779,0,1
13795,387.0,4,836.3,209.075,2.1554123711340205,0,1
13796,498.0,1,289.69999999999993,289.69999999999993,0.5805611222444889,0,1
13797,436.0,3,1179.4499999999994,393.1499999999998,2.6989702517162457,0,1
13798,0.0,110,112582.72000000036,1023.479272727276,112582.72000000036,1,-1
13799,116.0,9,3492.4299999999994,388.0477777777777,29.849829059829055,1,0
13800,309.0,3,2237.880000000001,745.9600000000004,7.218967741935487,0,1
13801,66.0,1,649.5999999999999,649.5999999999999,9.6955223880597,0,1
13802,138.0,19,30858.530000000028,1624.1331578947384,222.0038129496405,1,0
13803,254.0,3,1615.98,538.66,6.337176470588235,0,1
13804,30.0,9,5749.5100000000075,638.8344444444452,185.46806451612926,1,0
13805,51.0,2,1849.1999999999998,924.5999999999999,35.56153846153846,0,1
13806,63.0,1,512.76,512.76,8.011875,0,1
13807,366.0,3,534.8,178.26666666666665,1.4572207084468665,0,1
13808,5.0,5,3495.3199999999997,699.064,582.5533333333333,1,0
13809,304.0,3,834.7500000000005,278.25000000000017,2.736885245901641,0,1
13810,28.0,3,2854.020000000001,951.3400000000003,98.41448275862072,0,1
13811,183.0,3,1485.0,495.0,8.070652173913043,0,1
13812,41.0,3,970.0000000000001,323.33333333333337,23.0952380952381,0,1
13813,39.0,8,3556.3300000000017,444.5412500000002,88.90825000000004,1,0
13814,91.0,3,3836.4400000000005,1278.8133333333335,41.7004347826087,1,0
13815,21.0,8,10405.100000000006,1300.6375000000007,472.9590909090912,1,0
13816,23.0,2,999.3400000000004,499.6700000000002,41.63916666666668,0,1
13817,28.0,2,657.96,328.98,22.688275862068966,0,1
13818,429.0,1,61.279999999999994,61.279999999999994,0.14251162790697672,0,1
13819,301.0,6,3782.6999999999994,630.4499999999999,12.52549668874172,1,0
13820,417.0,3,652.7500000000001,217.58333333333337,1.5616028708133973,0,1
13821,144.0,6,1764.7200000000012,294.1200000000002,12.170482758620699,0,1
13822,5.0,2,1264.0000000000002,632.0000000000001,210.6666666666667,0,1
13823,18.0,7,4361.109999999997,623.0157142857139,229.53210526315775,1,0
13824,32.0,12,5013.700000000002,417.80833333333345,151.9303030303031,1,0
13825,621.0,2,255.58999999999997,127.79499999999999,0.41091639871382635,0,1
13826,175.0,1,378.9999999999999,378.9999999999999,2.1534090909090904,0,1
13827,57.0,3,819.6000000000003,273.2000000000001,14.131034482758626,0,1
13828,21.0,1,418.97999999999996,418.97999999999996,19.044545454545453,0,1
13829,420.0,1,102.0,102.0,0.24228028503562946,0,1
13830,581.0,1,156.85,156.85,0.2695017182130584,0,1
13831,15.0,18,8783.99,487.9994444444444,548.999375,1,0
13832,18.0,2,662.0899999999999,331.04499999999996,34.84684210526316,0,1
13833,158.0,2,1084.26,542.13,6.8192452830188675,0,1
13834,576.0,2,324.18999999999994,162.09499999999997,0.5618544194107451,0,1
13835,24.0,7,1929.8400000000004,275.6914285714286,77.19360000000002,0,1
13836,398.0,2,620.3699999999999,310.18499999999995,1.5548120300751878,0,1
13837,211.0,2,533.18,266.59,2.5149999999999997,0,1
13838,5.0,10,2364.890000000006,236.48900000000057,394.1483333333343,0,1
13839,485.0,1,139.95000000000002,139.95000000000002,0.287962962962963,0,1
13840,415.0,1,651.4,651.4,1.5658653846153845,0,1
13841,252.0,1,170.0,170.0,0.6719367588932806,0,1
13842,58.0,18,8704.959999999986,483.60888888888815,147.541694915254,1,0
13843,380.0,1,319.75000000000006,319.75000000000006,0.8392388451443571,0,1
13844,10.0,1,723.2400000000001,723.2400000000001,65.74909090909092,0,1
13845,64.0,1,625.9599999999999,625.9599999999999,9.630153846153846,0,1
13846,24.0,4,2172.8499999999995,543.2124999999999,86.91399999999997,0,1
13847,719.0,1,310.71999999999997,310.71999999999997,0.4315555555555555,0,1
13848,91.0,8,4270.0,533.75,46.41304347826087,1,0
13849,51.0,5,5007.249999999999,1001.4499999999998,96.29326923076921,1,0
13850,128.0,1,3190.9600000000037,3190.9600000000037,24.73612403100778,0,1
13851,95.0,8,7257.92,907.24,75.60333333333334,1,0
13852,610.0,1,187.35,187.35,0.30662847790507364,0,1
13853,56.0,1,2180.279999999999,2180.279999999999,38.25052631578945,0,1
13854,8.0,39,20054.080000000016,514.2071794871799,2228.231111111113,1,0
13855,500.0,4,1310.34,327.585,2.615449101796407,0,1
13856,168.0,11,1530.5300000000002,139.13909090909092,9.05639053254438,0,1
13857,392.0,6,1001.01,166.835,2.5470992366412215,0,1
13858,56.0,1,432.34,432.34,7.584912280701754,0,1
13859,325.0,2,717.02,358.51,2.199447852760736,0,1
13860,0.0,5,2491.8000000000006,498.3600000000001,2491.8000000000006,0,1
13861,428.0,2,273.25999999999993,136.62999999999997,0.6369696969696969,0,1
13862,17.0,9,4765.449999999996,529.4944444444441,264.74722222222204,1,0
13863,247.0,4,1545.3300000000004,386.3325000000001,6.231169354838711,0,1
13864,386.0,1,662.4000000000001,662.4000000000001,1.7116279069767444,0,1
13865,57.0,4,1003.1199999999997,250.77999999999992,17.295172413793097,0,1
13866,73.0,1,291.34000000000003,291.34000000000003,3.9370270270270273,0,1
13867,30.0,3,2010.18,670.0600000000001,64.84451612903226,0,1
13868,6.0,2,6385.08,3192.54,912.1542857142857,1,0
13869,122.0,10,11080.519999999979,1108.0519999999979,90.08552845528438,1,0
13870,1.0,15,8483.019999999995,565.5346666666663,4241.5099999999975,1,0
